,Nome,Idade,Posicao,Media,Potencial,Time,Salario,Total_Pontos
2254, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2255, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2256, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2257, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2258, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2259, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2260, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2261, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2262, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2263, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2264, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2265, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2266, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2267, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2268, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2269, Antony,20,RW,79,88,Ajax,€17K,1939
2270, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2271, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2272, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2273, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2274, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2275, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2276, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2277, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2278, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2279, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2280, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2281, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2282, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2283, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2284, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2285, S. Córdova,23,LM,75,83,Club América,€30K,1940
2286, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2287, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2288, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2289, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2290, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2291, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2292, Nanu,26,RB,73,76,FC Porto,€10K,1969
2293, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2294, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2295, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2296, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2297, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2298, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2299, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2300, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2301, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2302, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2303, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2304, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2305, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2306, N. Madueke,18,RM,72,87,PSV,€5K,1792
2307, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2308, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2309, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2310, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2311, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2312, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2313, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2314, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2315, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2316, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2317, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2318, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2319, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2320, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2321, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2322, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2323, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2324, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2325, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2326, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2327, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2328, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2329, Antony,20,RW,79,88,Ajax,€17K,1939
2330, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2331, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2332, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2333, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2334, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2335, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2336, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2337, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2338, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2339, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2340, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2341, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2342, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2343, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2344, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2345, S. Córdova,23,LM,75,83,Club América,€30K,1940
2346, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2347, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2348, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2349, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2350, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2351, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2352, Nanu,26,RB,73,76,FC Porto,€10K,1969
2353, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2354, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2355, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2356, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2357, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2358, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2359, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2360, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2361, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2362, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2363, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2364, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2365, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2366, N. Madueke,18,RM,72,87,PSV,€5K,1792
2367, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2368, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2369, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2370, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2371, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2372, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2373, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2374, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2375, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2376, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2377, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2378, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2379, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2380, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2381, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2382, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2383, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2384, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2385, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2386, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2387, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2388, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2389, Antony,20,RW,79,88,Ajax,€17K,1939
2390, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2391, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2392, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2393, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2394, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2395, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2396, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2397, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2398, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2399, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2400, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2401, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2402, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2403, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2404, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2405, S. Córdova,23,LM,75,83,Club América,€30K,1940
2406, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2407, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2408, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2409, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2410, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2411, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2412, Nanu,26,RB,73,76,FC Porto,€10K,1969
2413, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2414, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2415, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2416, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2417, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2418, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2419, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2420, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2421, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2422, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2423, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2424, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2425, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2426, N. Madueke,18,RM,72,87,PSV,€5K,1792
2427, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2428, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2429, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2430, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2431, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2432, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2433, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2434, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2435, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2436, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2437, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2438, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2439, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2440, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2441, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2442, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2443, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2444, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2445, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2446, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2447, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2448, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2449, Antony,20,RW,79,88,Ajax,€17K,1939
2450, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2451, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2452, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2453, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2454, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2455, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2456, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2457, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2458, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2459, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2460, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2461, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2462, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2463, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2464, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2465, S. Córdova,23,LM,75,83,Club América,€30K,1940
2466, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2467, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2468, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2469, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2470, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2471, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2472, Nanu,26,RB,73,76,FC Porto,€10K,1969
2473, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2474, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2475, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2476, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2477, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2478, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2479, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2480, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2481, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2482, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2483, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2484, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2485, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2486, N. Madueke,18,RM,72,87,PSV,€5K,1792
2487, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2488, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2489, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2490, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2491, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2492, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2493, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2494, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2495, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2496, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2497, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2498, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2499, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2500, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2501, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2502, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2503, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2504, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2505, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2506, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2507, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2508, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2509, Antony,20,RW,79,88,Ajax,€17K,1939
2510, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2511, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2512, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2513, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2514, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2515, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2516, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2517, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2518, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2519, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2520, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2521, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2522, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2523, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2524, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2525, S. Córdova,23,LM,75,83,Club América,€30K,1940
2526, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2527, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2528, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2529, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2530, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2531, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2532, Nanu,26,RB,73,76,FC Porto,€10K,1969
2533, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2534, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2535, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2536, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2537, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2538, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2539, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2540, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2541, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2542, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2543, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2544, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2545, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2546, N. Madueke,18,RM,72,87,PSV,€5K,1792
2547, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2548, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2549, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2550, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2551, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2552, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2553, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2554, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2555, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2556, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2557, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2558, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2559, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2560, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2561, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2562, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2563, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2564, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2565, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2566, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2567, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2568, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2569, Antony,20,RW,79,88,Ajax,€17K,1939
2570, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2571, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2572, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2573, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2574, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2575, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2576, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2577, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2578, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2579, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2580, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2581, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2582, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2583, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2584, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2585, S. Córdova,23,LM,75,83,Club América,€30K,1940
2586, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2587, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2588, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2589, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2590, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2591, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2592, Nanu,26,RB,73,76,FC Porto,€10K,1969
2593, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2594, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2595, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2596, B. Saka,18,RM,77,88,Arsenal,€25K,1968
2597, B. White,22,CB,76,87,Brighton & Hove Albion,€40K,1663
2598, Bruno Viana,25,CB,77,81,SC Braga,€14K,1733
2599, E. Haaland,19,ST,86,92,Borussia Dortmund,€67K,2052
2600, Pedri,17,LM,76,90,FC Barcelona,€14K,1865
2601, M. Mandžukić,34,ST,79,79,Milan,€48K,2041
2602, E. Camavinga,17,CM,78,89,Stade Rennais FC,€6K,2086
2603, J. Musiala,17,CAM,68,85,FC Bayern München,€3K,1561
2604, M. Simakan,20,CB,74,84,RC Strasbourg Alsace,€16K,1734
2605, J. Gvardiol,18,CB,71,87,Dinamo Zagreb,€500,1817
2606, N. Madueke,18,RM,72,87,PSV,€5K,1792
2607, D. Upamecano,21,CB,81,90,RB Leipzig,€41K,1841
2608, J. Lingard,27,CAM,77,77,Manchester United,€95K,2064
2609, J. Bellingham,17,CM,74,88,Borussia Dortmund,€6K,1962
2610, R. Araujo,21,CB,71,81,FC Barcelona,€45K,1591
2611, Ansu Fati,17,LW,76,90,FC Barcelona,€24K,1817
2612, L. Messi,33,RW,93,93,FC Barcelona,€560K,2231
2613, G. Reyna,17,CAM,75,88,Borussia Dortmund,€6K,1858
2614, D. Szoboszlai,19,CAM,77,87,RB Leipzig,€27K,1967
2615, K. Adeyemi,18,ST,69,86,FC Red Bull Salzburg,€6K,1750
2616, M. Greenwood,18,RM,77,89,Manchester United,€33K,1922
2617, M. Vandevoordt,18,GK,68,86,KRC Genk,€550,911
2618, Matheus Cunha,21,CAM,80,87,Hertha BSC,€40K,1993
2619, A. Hložek,17,ST,74,87,Sparta Praha,€500,1881
2620, O. Kabak,20,CB,75,85,FC Schalke 04,€17K,1714
2621, S. Dest,19,RB,75,88,FC Barcelona,€50K,1964
2622, F. Wirtz,17,CAM,75,88,Bayer 04 Leverkusen,€7K,1876
2623, T. Almada,19,CAM,74,88,Vélez Sarsfield,€9K,2001
2624, P. Daka,21,ST,76,83,FC Red Bull Salzburg,€22K,1832
2625, M. Mount,21,CAM,80,87,Chelsea,€70K,1997
2626, P. De la Vega,19,RW,74,88,Club Atlético Lanús,€11K,1981
2627, Cristiano Ronaldo,35,ST,92,92,Juventus,€220K,2221
2628, D. Núñez,21,ST,76,87,SL Benfica,€11K,1905
2629, Antony,20,RW,79,88,Ajax,€17K,1939
2630, T. Lamptey,19,RWB,73,85,Brighton & Hove Albion,€20K,1777
2631, F. Pellistri,18,RM,71,87,Manchester United,€19K,1736
2632, Pedro Gonçalves,22,RW,79,87,Sporting CP,€16K,2021
2633, R. Jones,17,ST,59,82,Peterborough United,€500,1544
2634, M. Ihattaren,18,CAM,77,87,PSV,€7K,1891
2635, T. Souček,25,CDM,81,86,West Ham United,€46K,2075
2636, Rúben Dias,23,CB,82,87,Manchester City,€110K,1777
2637, P. Foden,20,CAM,81,91,Manchester City,€95K,1997
2638, Nuno Tavares,20,LB,73,86,SL Benfica,€7K,1900
2639, M. Kudus,19,CAM,77,87,Ajax,€10K,2015
2640, V. Thill,20,RW,63,77,CD Nacional,€2K,1551
2641, S. Wamangituka,20,RM,72,83,VfB Stuttgart,€13K,1847
2642, 14 A. Wolf,31,CB,73,73,AS Monaco,€30K,1621
2643, N. De la Cruz,23,CM,78,85,River Plate,€17K,2180
2644, Isco,28,CAM,83,83,Real Madrid,€190K,2077
2645, S. Córdova,23,LM,75,83,Club América,€30K,1940
2646, X. Simons,17,CM,65,85,Paris Saint-Germain,€2K,1656
2647, J. Grealish,24,LW,83,86,Aston Villa,€82K,2014
2648, A. Diallo,17,ST,64,84,Manchester United,€5K,1510
2649, E. Mwepu,22,CDM,75,82,FC Red Bull Salzburg,€20K,2035
2650, R. Gravenberch,18,CM,75,89,Ajax,€6K,2016
2651, R. Cherki,16,RW,69,88,Olympique Lyonnais,€6K,1623
2652, Nanu,26,RB,73,76,FC Porto,€10K,1969
2653, E. Hazard,29,LW,87,87,Real Madrid,€290K,2096
2654, Y. Demir,17,CAM,66,87,SK Rapid Wien,€1K,1629
2655, C. Hudson-Odoi,19,RW,75,86,Chelsea,€44K,1816
2656, B. Saka,18,RM,77,88,Arsenal,€25K,1968
